RegistrationNumber,ReferenceCapacity,MWOT,RegisteredDate,ARCExpiredDate,RegistrationStatus
UM-56569631,194,323,2005-03-21,2006-04-03,Active
OQ-19994655,171,190,1997-04-17,1998-04-09,Active
HG-65748783,381,353,2000-09-16,2001-10-09,Active
GG-02033443,486,397,2017-10-20,2018-10-01,Active
EQ-90514101,254,209,1997-11-13,1998-10-28,Active
EQ-87298494,283,138,2015-07-11,2016-07-05,Active
NI-53731510,392,384,2006-04-04,2007-02-20,Active
EC-51898126,251,293,2016-04-19,2017-04-28,Active
JR-33411798,181,321,2004-11-29,2005-11-05,Active
KQ-40883589,214,215,2013-02-19,2014-03-11,Active
CU-62841234,484,200,2009-12-25,2011-02-02,Active
HR-81851610,327,247,2024-10-11,2025-08-29,Active
QE-76757407,332,344,2007-05-18,2008-06-20,Active
MJ-51646559,300,146,1998-01-23,1998-12-14,Active
JH-09190832,361,165,1995-07-13,1996-08-30,Active
FP-80765316,259,350,2010-10-14,2011-09-08,Active
YO-10861940,173,376,2008-04-20,2009-06-10,Active
ZR-73279060,308,380,2019-10-14,2020-09-11,Active
QF-65520227,471,255,2013-02-04,2013-12-14,Active
CO-47567441,479,125,2001-06-30,2002-07-12,Active
UH-86647098,382,309,1995-07-21,1996-08-01,Active
UG-28814646,148,362,2023-01-31,2023-12-12,Active
UJ-30156467,364,283,2019-06-03,2020-07-18,Active
QR-36950444,406,379,2021-03-13,2022-02-27,Active
LK-31044919,461,216,2017-07-19,2018-09-17,Active
BR-68023914,233,177,2004-06-10,2005-07-17,Active
YL-45588723,233,267,1998-03-10,1999-03-25,Active
PV-00857969,439,109,1995-11-02,1996-11-20,Active
GS-90278577,110,314,2009-08-16,2010-08-28,Active
SU-65294517,498,379,2015-03-31,2016-02-04,Active
JX-27401667,105,179,2020-11-02,2021-11-15,Installation of non-compliant equipment
DJ-14356906,355,228,2022-06-06,2023-06-07,Active
ZB-94461011,352,198,2019-12-26,2021-01-28,Active
FT-79047556,448,349,2020-12-28,2021-12-23,Active
NB-89505833,307,185,2023-04-10,2024-02-19,Active
OA-47940424,179,147,1998-09-10,1999-08-22,Flight control systems malfunction
EM-27111713,221,376,1998-10-28,1999-12-13,Active
TK-76184750,159,254,2022-10-12,2023-09-17,Active
ZM-99939797,368,358,2011-02-17,2012-04-09,Active
LM-74101030,122,258,2009-12-05,2011-01-21,Active
LM-70669473,169,112,2011-06-16,2012-05-28,Active
UQ-54487400,439,117,1996-04-15,1997-03-28,Active
TA-63604775,179,328,2023-12-03,2025-01-19,Active
VW-94864166,348,360,2016-07-29,2017-07-09,Active
PN-81295345,415,113,2006-09-14,2007-10-18,Active
CE-96718995,331,282,2007-01-16,2008-02-26,Active
ZK-69510587,377,161,1995-09-11,1996-08-22,Navigation or communication equipment failure
II-50841792,451,254,2017-11-18,2018-12-28,Active
LH-21425328,248,392,2020-04-19,2021-02-23,Active
AD-81396328,200,343,2008-06-13,2009-06-25,Active
RO-11247016,335,192,2024-04-09,2025-02-14,Active
LI-30277867,237,341,2023-04-20,2024-04-09,Active
BN-93913065,265,345,2012-12-21,2014-02-13,Active
DH-28652405,145,120,1998-05-08,1999-06-14,Active
CE-43039344,192,292,2013-09-07,2014-10-23,Active
DG-52180565,246,315,2011-02-11,2012-02-16,Active
ZV-05558853,101,110,2003-08-27,2004-09-15,Active
ZI-94032791,398,204,1995-06-30,1996-06-08,Active
FE-59705892,459,343,1996-08-15,1997-09-04,Active
UO-72217951,202,211,2017-03-22,2018-05-19,Active
WS-35245798,384,347,2001-03-30,2002-02-17,Active
JW-44103205,142,262,1996-12-06,1997-11-28,Active
UY-14736816,102,164,2025-01-29,2026-03-06,Active
AF-56954618,250,231,2014-10-15,2015-08-23,Active
IG-73088295,476,116,2006-06-01,2007-05-29,Active
BC-85106147,400,138,2024-08-08,2025-06-15,Active
OY-84077161,323,374,1999-11-02,2000-09-04,Active
GT-08266874,164,166,1997-11-06,1998-11-01,Improperly repaired after an incident
VQ-60968545,361,206,1998-02-17,1999-03-16,Active
RE-16088584,423,274,2012-06-07,2013-05-03,Active
BW-06521126,485,283,2000-03-14,2001-02-24,Active
CM-99335478,479,283,2000-12-09,2001-11-28,Active
FB-30198757,486,270,2013-05-14,2014-04-18,Active
EC-34035423,262,381,2023-10-27,2024-12-09,Active
FG-14144076,274,182,2024-01-25,2025-01-05,Active
KT-74287489,486,399,1999-03-11,2000-04-09,Active
VX-89348624,312,178,2020-12-08,2022-01-23,Active
NM-30485645,367,223,1996-10-03,1997-10-30,Active
FW-56996214,151,307,1999-04-27,2000-04-20,Active
ZX-35093058,451,362,2014-05-26,2015-05-07,Active
XL-45266891,296,182,2025-04-11,2026-02-11,Active
VK-96654238,257,147,2025-02-13,2026-01-11,Active
QT-13513775,296,343,2003-12-22,2005-02-13,Active
EP-68028289,106,361,2017-04-25,2018-06-13,Active
RE-00349407,434,356,2002-01-10,2003-02-01,Active
LL-47156365,157,297,2006-05-16,2007-06-21,Active
CD-19667232,441,317,2002-07-31,2003-07-21,Active
KJ-30695836,127,147,1997-09-27,1998-08-31,Active
VM-61087239,232,330,2007-05-30,2008-05-12,Active
YZ-31198137,235,280,1999-01-03,1999-12-17,Active
TX-62577529,213,240,2022-03-20,2023-03-24,Active
WU-48548395,261,147,2022-08-30,2023-08-02,Active
CA-34680825,422,149,2005-11-09,2006-12-18,Active
CX-82915422,476,125,1999-11-21,2000-11-10,Active
DE-22807388,180,302,2018-11-23,2019-11-09,Active
HF-76176740,362,281,2009-12-10,2010-10-30,Active
BZ-06886639,361,126,2020-07-11,2021-08-31,Active
XU-79902727,472,135,2003-09-14,2004-08-12,Active
NT-46831906,307,147,2008-04-06,2009-04-22,Active
CT-46004327,396,270,2003-11-30,2005-01-16,Active
LE-40264358,274,257,1998-03-02,1999-02-11,Active
NC-25249574,273,340,1996-09-14,1997-08-14,Improperly repaired after an incident
QD-74534070,327,114,1999-08-28,2000-10-17,Active
WZ-19284569,323,251,2002-12-26,2004-01-14,Active
CS-33078122,434,392,2021-08-26,2022-06-28,Active
AX-55863003,442,347,1996-04-15,1997-02-21,Active
JZ-54159846,451,391,2003-12-29,2004-11-23,Active
WL-18737141,270,123,2016-08-21,2017-08-22,Active
RE-49198158,177,295,2020-12-21,2022-02-10,Worn-out tires or brakes
EZ-78808750,223,391,2024-04-23,2025-04-11,Active
QC-99449423,358,321,2003-08-15,2004-07-29,Active
UX-22472925,356,302,2017-07-07,2018-06-02,Active
RI-56627062,241,292,2018-11-21,2020-01-02,Active
ZK-07687195,404,307,2013-04-25,2014-03-15,Active
MQ-41428683,475,184,2023-10-04,2024-11-11,Active
TM-26107552,116,175,1997-10-14,1998-11-19,Active
PM-59444256,253,230,2014-01-15,2015-01-31,Expired airworthiness certificate
HU-35344614,233,119,2009-08-25,2010-08-13,Active
QE-38958869,383,317,2023-08-13,2024-08-15,Active
XF-10153589,463,236,2013-12-16,2014-12-02,Active
BW-86603563,156,141,2008-10-23,2009-11-03,Active
AF-29181424,336,313,2020-03-08,2021-03-19,Active
UT-56896782,410,290,2005-07-29,2006-09-06,Active
IE-47011121,411,256,2006-03-18,2007-04-21,Active
UU-54628668,306,298,2003-02-14,2003-12-22,Active
PT-92862947,156,370,2010-08-31,2011-08-28,Active
FA-24777284,382,329,1996-11-30,1997-11-12,Active
IV-88853345,155,246,2008-05-13,2009-05-10,Active
GY-88283825,436,102,2005-06-27,2006-06-02,Active
UA-08474509,388,193,2012-05-23,2013-04-27,Active
QR-68528885,273,279,2023-06-14,2024-06-04,Active
KZ-11152913,402,187,2010-08-26,2011-10-06,Active
KW-16176240,408,295,2007-09-30,2008-09-11,Active
XC-85148286,409,380,1996-04-02,1997-05-19,Active
TZ-48090425,200,185,2019-08-26,2020-07-22,Active
VU-80164373,321,191,2021-08-11,2022-08-08,Installation of non-compliant equipment
TX-44067366,182,337,1999-03-03,2000-04-01,Active
FO-62232317,467,223,2001-07-09,2002-06-14,Active
GQ-18641800,369,362,2005-12-23,2007-01-15,Active
PM-53757759,357,181,1995-12-21,1997-01-07,Active
LT-77084637,299,310,2008-09-04,2009-09-17,Active
SB-98930256,114,194,2008-12-31,2009-11-01,Violation of weight or fuel regulations
OO-34147123,111,147,2019-08-28,2020-08-12,Active
UM-97014051,273,284,1998-11-07,1999-11-26,Active
TV-34330935,250,383,1996-06-24,1997-07-29,Active
YY-04067077,239,224,2013-10-13,2014-08-21,Active
MU-78842669,175,116,2014-12-23,2015-12-21,Active
SU-42022191,162,294,2020-05-21,2021-04-01,Active
LL-42141787,256,149,2022-01-27,2023-01-16,Active
LD-59771965,434,358,2000-09-08,2001-07-21,Active
KD-76773637,336,280,2008-05-09,2009-04-01,Engine or sensors not working
LS-65552153,185,149,2012-11-18,2013-10-21,Active
KA-71251645,436,124,2012-09-15,2013-10-23,Active
TQ-33425854,354,338,2020-06-21,2021-07-30,Active
ED-73979168,276,167,2001-03-12,2002-01-17,Active
MS-62754763,426,234,2012-08-18,2013-08-29,Active
GW-58101316,330,201,2016-04-11,2017-05-12,Active
NR-73150053,287,248,2000-05-11,2001-06-15,Active
HS-06044533,429,295,2000-04-07,2001-02-21,Active
XO-92674533,199,289,2022-04-23,2023-03-29,Maintenance not done as scheduled
RA-54782352,378,340,2012-09-29,2013-11-02,Active
HA-59744208,128,132,1996-12-10,1997-11-19,Active
QI-58226931,263,324,2013-04-11,2014-02-21,Active
OQ-43787939,489,112,2006-07-02,2007-05-20,Active
RZ-89894414,217,139,2004-07-22,2005-08-20,Active
OO-51538419,301,180,2010-11-22,2011-10-05,Active
AZ-52007285,460,269,1995-07-28,1996-06-19,Active
NK-96228117,257,289,2013-08-22,2014-08-12,Active
UM-75049368,362,173,1996-05-05,1997-04-05,Active
YT-61768157,176,382,2021-11-01,2022-11-19,Active
LB-97034668,449,326,2015-04-09,2016-02-09,Active
JR-68423561,131,104,2015-12-30,2016-12-16,Active
ET-08489025,458,216,2000-03-22,2001-03-23,Active
HO-14732688,180,196,2011-03-28,2012-02-14,Active
OE-87112150,244,170,2020-10-28,2021-11-29,Active
WM-93413365,296,176,2021-01-12,2022-02-13,Active
RR-50414795,336,293,2002-03-02,2003-03-20,Active
BP-29660712,444,378,2019-01-21,2019-12-26,Use for illegal activities (e.g. smuggling)
SL-63450304,388,123,2021-08-13,2022-10-04,Active
QH-71790581,123,226,1996-10-10,1997-09-28,Active
SU-92325058,375,216,2000-03-06,2001-03-17,Active
TY-54887949,257,139,2009-04-19,2010-04-15,Active
TC-63433547,446,123,2022-12-15,2024-01-02,Active
OZ-50280101,291,254,2019-10-12,2020-10-26,Active
SP-36043917,332,343,2015-09-29,2016-11-06,Active
BM-79704390,157,253,2008-09-11,2009-08-08,Active
IK-17939129,457,262,2000-12-31,2001-11-02,Active
SJ-38247279,115,273,2010-04-06,2011-03-31,Flight control systems malfunction
GD-04143542,499,173,2024-12-25,2025-12-18,Active
EI-44901968,223,247,2008-12-25,2010-02-12,Active
VF-88742073,415,273,2020-03-19,2021-02-27,Active
WZ-76351739,176,399,1997-03-19,1998-03-07,Active
TT-78023734,396,199,2020-10-17,2021-10-19,Active
PC-75754172,371,225,2004-12-22,2005-11-10,Active
YJ-73237402,381,125,2003-07-18,2004-06-20,Active
DT-26754434,255,162,2012-03-26,2013-03-26,Active
WZ-95967340,248,152,1995-05-16,1996-04-17,Active
ZH-95751651,399,329,2011-03-27,2012-05-16,Active
XB-57858674,260,172,2009-10-02,2010-11-24,Active
YD-99329320,410,104,2003-04-29,2004-06-19,Active
TU-67573626,208,262,1999-09-21,2000-10-30,Active
MN-55150613,101,208,2012-03-16,2013-02-15,Active
MM-14673214,208,173,2009-03-17,2010-05-13,Active
PA-79066949,176,204,2022-08-23,2023-07-22,Active
VC-89737821,253,103,2009-02-18,2010-04-04,Active
ZG-48118740,319,124,2021-03-11,2022-02-06,Active
YB-74463374,328,129,2011-01-13,2012-03-05,Active
WP-82544243,341,251,2005-04-08,2006-05-01,Active
AQ-92888810,114,359,1996-05-13,1997-04-01,Active
SX-91401559,376,213,1999-11-07,2000-12-04,Active
HD-13854873,315,337,1998-02-09,1999-01-10,Active
CS-06102395,101,268,2023-04-07,2024-05-15,Active
FG-13065234,394,237,2011-08-21,2012-06-30,Active
JL-58656404,367,398,2006-12-05,2007-12-15,Active
OP-41029192,470,262,1997-12-19,1999-01-20,Active
KT-14084261,359,243,2003-10-10,2004-11-12,Installation of non-compliant equipment
KS-67427183,432,374,2012-01-09,2012-12-12,Active
GP-40924392,265,312,2012-12-07,2013-11-04,Maintenance not done as scheduled
PJ-15724559,187,219,2003-07-03,2004-08-21,Active
PP-91588502,364,372,2016-11-12,2017-12-18,Active
JJ-93825410,152,393,2005-03-16,2006-01-23,Active
GD-17919405,198,217,2000-03-25,2001-02-06,Active
GA-03973690,194,369,2017-03-27,2018-03-26,Active
KN-86836777,332,211,2006-10-29,2007-12-03,Active
VD-41566252,294,343,1999-05-13,2000-07-11,Active
LJ-84961540,455,206,2008-10-12,2009-11-26,Active
TX-28809853,161,126,1999-05-18,2000-07-13,Active
YP-03897388,374,205,1999-10-11,2000-11-27,Active
WP-86703554,187,292,1999-04-07,2000-02-19,Active
MV-26828111,160,123,2002-06-09,2003-06-06,Active
KY-78625599,272,303,2001-06-15,2002-08-05,Active
TA-14969367,462,138,1998-10-27,1999-11-13,Active
KG-36183208,121,255,1996-11-20,1997-11-05,Active
QA-67761301,259,290,2022-10-03,2023-10-06,Active
SU-97904793,276,233,2006-08-06,2007-09-26,Active
VK-37825259,307,241,2001-12-13,2003-01-31,Active
YE-78908941,103,366,2020-08-09,2021-09-19,Active
SF-10126805,447,219,2022-10-01,2023-11-22,Active
LS-33107418,356,245,2014-02-14,2015-03-09,Active
BI-48664333,201,314,2013-01-15,2014-01-24,Active
YK-56703377,439,235,2024-05-04,2025-05-05,Active
VX-26666628,409,372,2020-07-20,2021-08-20,Active
MY-64285971,435,340,2004-05-04,2005-06-24,Active
FN-77444963,276,385,2012-05-16,2013-05-20,Active
AW-09347445,187,313,1998-11-23,1999-09-27,Active
LR-61412916,326,156,2020-12-12,2021-11-10,Active
RB-20920486,369,167,2018-11-16,2019-11-06,Active
DH-79992834,359,297,2018-11-19,2019-11-21,Active
ZD-31190248,214,176,2000-07-03,2001-06-10,Active
YU-60465492,191,370,2009-10-25,2010-11-07,Active
XI-28946658,249,240,1996-05-12,1997-06-10,Active
MS-65204684,439,206,2007-12-25,2008-10-27,Active
AE-79368905,364,327,2009-07-20,2010-06-09,Active
YB-24410173,173,195,2020-08-29,2021-08-04,Active
AZ-58857486,173,242,1996-10-26,1997-12-20,Active
OE-55137887,228,335,2025-04-24,2026-03-02,Active
DW-05204075,195,297,2002-11-25,2003-09-27,Active
HJ-00058991,479,116,1999-02-24,2000-04-02,Active
IM-78666468,202,205,2015-08-09,2016-07-31,Active
UJ-47388252,295,219,2015-12-23,2016-12-06,Active
ZJ-74710508,164,316,2024-09-23,2025-09-01,Active
JT-44746264,167,306,2017-01-02,2018-01-05,Active
WB-39440799,100,389,1996-04-05,1997-04-15,Active
QZ-12459737,287,275,2001-11-26,2003-01-20,Active
RU-76857085,388,242,2013-11-24,2014-12-26,Active
VL-80394342,219,201,2000-02-03,2001-01-24,Active
PX-20579240,499,251,2003-10-25,2004-10-22,Active
XP-97782994,196,271,2018-04-08,2019-02-17,Active
ZF-27597094,464,117,2018-05-11,2019-06-12,Active
GC-61760479,144,210,2008-02-03,2009-03-28,Active
NM-29408764,202,102,2005-12-28,2007-02-21,Active
WI-88372857,377,162,2024-01-05,2025-01-20,Active
EX-37210680,164,174,2001-02-25,2002-03-25,Active
FW-00923422,257,103,2010-11-07,2011-09-23,Active
LJ-12900829,209,247,2000-05-18,2001-06-28,Active
VC-34883215,134,347,2015-04-19,2016-03-16,Active
YR-80697856,171,136,2021-04-29,2022-04-21,Active
WY-88542082,217,153,1997-05-12,1998-05-22,Active
YM-61741204,111,237,2011-02-22,2012-01-04,Active
LO-76755489,376,313,2010-01-27,2011-02-15,Active
HW-24059642,295,147,2021-04-02,2022-03-22,Active
QD-60468076,423,186,1998-07-11,1999-05-14,Active
TK-08898647,165,352,1999-05-16,2000-04-15,Active
TK-61172788,125,168,1995-05-19,1996-07-12,Active
CR-42626869,316,267,1997-04-07,1998-03-10,Active
WB-70924324,424,206,1997-03-20,1998-04-12,Active
GR-52831092,351,323,1999-02-04,2000-02-05,Active
QH-13212055,130,291,1998-11-15,1999-10-16,Worn-out tires or brakes
UM-18068386,379,177,2001-09-03,2002-08-01,Active
KK-98204646,218,345,2011-08-26,2012-08-31,Active
UV-73787190,254,202,2000-12-18,2002-01-11,Active
WA-14634675,455,166,2019-12-14,2020-11-12,Active
BB-09276041,252,160,2021-11-14,2022-11-21,Active
YF-95409190,216,287,1999-08-09,2000-09-18,Active
JW-02296171,489,307,1995-07-07,1996-08-03,Active
KE-23454179,291,289,2010-11-12,2011-11-15,Active
ZP-03609591,455,192,2020-09-12,2021-08-25,Active
ZO-89181512,486,204,1997-01-09,1998-03-10,Active
XH-54642564,168,177,2015-05-25,2016-04-11,Active
UH-03192781,249,270,2009-10-28,2010-12-27,Active
KQ-41296453,209,395,2008-04-27,2009-06-01,Active
NI-27357537,310,281,2020-05-12,2021-03-17,Active
GQ-78420979,120,291,2019-10-14,2020-10-29,Active
CH-98388757,103,355,2018-04-15,2019-04-13,Active
NH-38424706,224,332,2012-06-06,2013-04-24,Active
JN-04195961,329,250,2025-02-02,2026-02-27,Active
OH-73095251,273,209,2001-05-28,2002-05-13,Active
WC-68658013,265,242,2000-02-17,2001-01-27,Active
GM-46106325,441,255,2017-07-26,2018-08-16,Active
VQ-47899987,424,290,2023-05-11,2024-05-27,Active
SB-49239103,261,174,2000-11-04,2001-10-21,Active
UB-72153076,230,233,2015-09-23,2016-07-26,Active
RV-98204198,275,360,2022-01-03,2022-11-10,Active
PU-49980313,172,393,2013-06-17,2014-04-18,Active
WV-82146107,108,129,2005-04-14,2006-05-23,Active
CV-24365763,140,165,2023-12-20,2024-12-17,Active
QS-79500700,432,144,2011-03-26,2012-05-07,Active
BR-63340544,207,119,1998-08-14,1999-06-29,Active
BK-94782564,143,229,2015-02-13,2016-02-16,Active
AP-72322010,156,203,2023-03-29,2024-02-03,Active
GP-46850264,426,314,2008-04-26,2009-03-05,Active
TO-45110529,350,332,2023-02-11,2024-02-19,Active
BZ-94058218,186,140,2023-03-07,2024-01-23,Expired airworthiness certificate
DC-74546575,376,366,2010-02-23,2011-03-13,Active
YS-16649643,305,220,2014-03-26,2015-02-17,Active
VM-92397338,103,390,2009-01-06,2009-12-10,Active
ZC-94432334,395,385,1999-01-18,2000-02-15,Active
TV-96173606,425,184,2019-11-06,2020-10-14,Active
FN-95104958,439,256,2024-05-30,2025-05-11,Active
AR-60348196,318,309,2013-11-07,2014-10-23,Missing maintenance logs
CA-14871121,452,228,2009-10-10,2010-08-31,Active
AA-47986826,198,102,2001-08-15,2002-09-01,Active
PQ-50467583,154,272,2022-02-18,2023-03-26,Active
OX-26448666,444,159,2015-09-04,2016-09-17,Active
UZ-98836553,350,217,2008-03-24,2009-05-23,Active
LJ-70135498,397,377,2014-03-20,2015-02-19,Active
CJ-91706099,492,177,2002-05-14,2003-06-02,Active
SN-93614098,258,370,1999-10-21,2000-11-22,Active
RH-08654222,163,170,1999-07-28,2000-08-29,Active
KI-92868775,410,152,2006-01-09,2007-01-27,Active
RM-50275990,428,280,2020-05-01,2021-06-26,Active
DR-79709090,447,184,2023-05-14,2024-05-06,Active
PN-70019040,429,330,2004-02-28,2005-02-16,Active
QX-38765312,493,256,2015-06-10,2016-07-01,Active
AT-79405428,221,132,2016-11-08,2017-11-06,Missing maintenance logs
UX-10186561,477,313,2019-12-17,2020-12-20,Active
OL-88074135,401,236,2012-05-19,2013-04-05,Active
TI-64888369,211,369,1998-10-17,1999-09-13,Active
LE-64020882,487,367,2024-08-20,2025-09-18,Active
SZ-77661877,192,322,2013-07-02,2014-08-29,Active
SW-22967023,308,375,2006-05-04,2007-06-26,Active
WG-61712250,336,225,2018-12-12,2019-11-28,Active
QV-59868545,282,355,2021-07-12,2022-05-13,Active
SV-91055125,374,142,2021-09-16,2022-10-10,Active
OG-75677022,373,370,2016-11-22,2017-11-08,Active
CV-13740817,357,203,2018-10-21,2019-10-30,Active
DT-33933721,267,217,1996-10-21,1997-09-09,Active
YY-68143805,213,219,2006-06-26,2007-06-26,Active
LK-64787606,238,265,2000-10-18,2001-09-06,Engine or sensors not working
BB-23569468,231,308,2011-03-14,2012-04-16,Active
EV-10469779,355,181,1999-12-06,2000-10-08,Active
OO-67588864,167,158,2024-11-25,2025-10-06,Active
XL-97283475,285,150,2007-08-31,2008-07-24,Active
RX-62928151,236,131,2020-06-09,2021-07-22,Worn-out tires or brakes
KR-29573242,400,366,1999-04-10,2000-04-08,Active
AW-57419440,433,367,2006-01-29,2007-01-15,Expired airworthiness certificate
WV-83404007,267,269,2018-07-17,2019-06-29,Active
KD-17771743,290,388,2006-01-18,2007-03-05,Active
UD-85813547,325,265,2001-12-07,2003-01-03,Active
CJ-89565828,276,367,2022-08-25,2023-10-14,Active
QX-89889385,143,387,2007-10-19,2008-09-16,Active
WN-24144589,419,333,1999-08-30,2000-10-24,Active
UQ-24143045,413,248,2017-06-12,2018-07-12,Active
JX-47829383,380,296,2007-10-14,2008-08-27,Active
VS-05111680,486,386,2014-05-24,2015-04-29,Active
NL-98856693,157,156,1997-07-12,1998-08-26,Active
RO-19725358,244,170,1998-10-08,1999-11-12,Active
RB-70490603,110,382,2014-07-27,2015-06-02,Navigation or communication equipment failure
NI-91121321,391,260,1999-05-01,2000-05-07,Active
FU-29365789,399,380,2024-10-06,2025-10-20,Active
YY-76907482,290,140,2012-11-09,2013-12-19,Active
YF-79800959,386,115,2016-10-02,2017-11-09,Active
RE-31867760,404,302,2005-02-25,2006-03-08,Active
ZU-64017187,280,266,2001-05-08,2002-03-17,Active
QE-13419523,366,186,2001-09-10,2002-09-15,Active
VF-25632802,175,137,2004-03-13,2005-04-06,Active
NN-06528619,256,340,2004-06-05,2005-05-13,Active
EL-51052010,423,389,2025-05-06,2026-06-24,Active
KE-30620532,363,187,2001-05-12,2002-06-06,Active
ZM-75064618,324,145,2015-08-04,2016-08-12,Active
AH-22209436,410,313,2013-03-26,2014-02-02,Active
NG-94771992,128,235,2011-05-23,2012-06-16,Active
YC-69209664,441,273,2003-01-03,2003-11-20,Active
ZU-07702469,325,294,2015-07-22,2016-05-26,Active
JO-68191230,214,186,2002-06-03,2003-06-07,Maintenance not done as scheduled
EA-44108564,194,212,2022-08-26,2023-09-16,Active
LG-90539797,443,399,2020-11-28,2021-12-12,Active
VU-00429387,185,378,2005-10-07,2006-11-30,Active
TQ-06374133,184,197,2014-05-17,2015-04-24,Active
FW-43339266,196,150,2019-06-08,2020-04-13,Active
ON-43743955,375,205,2014-12-04,2015-12-24,Active
GY-63717562,202,335,2019-12-08,2021-02-03,Active
TR-34930219,390,305,2015-05-18,2016-07-03,Active
JX-81525670,465,240,2024-01-11,2025-01-14,Active
